SalesOrderID,OrderQty,ProductID,UnitPrice,UnitPriceDiscount,LineTotal,CustomerID
71815,1,738,202.332,0,202.332,30089
71815,2,835,356.898,0,713.796,30089
71815,2,874,5.394,0,10.788,30089
71816,1,953,728.91,0,728.91,30027
71816,1,954,1430.442,0,1430.442,30027
71816,2,715,29.994,0,59.988,30027
71816,4,712,5.394,0,21.576,30027
71816,3,883,32.394,0,97.182,30027
71816,1,961,445.41,0,445.41,30027
71816,1,948,63.9,0,63.9,30027
71831,2,869,41.994,0,83.988,30019
71831,1,782,1376.994,0,1376.994,30019
71831,6,867,41.994,0,251.964,30019
71832,4,918,158.43,0,633.72,29922
71832,3,983,461.694,0,1385.082,29922
71832,2,781,1391.994,0,2783.988,29922
71832,1,868,41.994,0,41.994,29922
71832,1,810,72.162,0,72.162,29922
71832,1,980,461.694,0,461.694,29922
71832,2,925,149.874,0,299.748,29922
71832,2,985,112.998,0.4,135.5976,29922
71832,1,908,16.272,0,16.272,29922
71832,13,867,40.5942,0.02,517.170108,29922
71832,3,782,1376.994,0,4130.982,29922
71832,1,937,48.594,0,48.594,29922
71832,1,936,37.254,0,37.254,29922
71832,4,743,809.76,0,3239.04,29922
71832,5,904,218.454,0,1092.27,29922
71832,1,748,818.7,0,818.7,29922
71832,1,910,31.584,0,31.584,29922
71832,5,784,1376.994,0,6884.97,29922
71832,2,990,323.994,0,647.988,29922
71832,3,992,323.994,0,971.982,29922
71832,3,984,112.998,0.4,203.3964,29922
71832,1,779,1391.994,0,1391.994,29922
71832,1,780,1391.994,0,1391.994,29922
71832,2,944,158.43,0,316.86,29922
71832,1,808,26.724,0,26.724,29922
71832,1,809,37.152,0,37.152,29922
71832,3,935,24.294,0,72.882,29922
71832,1,926,149.874,0,149.874,29922
71832,6,917,158.43,0,950.58,29922
71832,1,920,158.43,0,158.43,29922
71845,2,988,112.998,0.4,135.5976,29938
71845,2,948,63.9,0,127.8,29938
71845,4,904,218.454,0,873.816,29938
71845,3,742,818.7,0,2456.1,29938
71845,2,780,1391.994,0,2783.988,29938
71845,1,945,54.894,0,54.894,29938
71845,3,949,105.294,0,315.882,29938
71845,2,937,48.594,0,97.188,29938
71845,2,867,41.994,0,83.988,29938
71845,1,748,818.7,0,818.7,29938
71845,2,905,218.454,0,436.908,29938
71845,2,781,1391.994,0,2783.988,29938
71845,3,869,41.994,0,125.982,29938
71845,5,783,1376.994,0,6884.97,29938
71845,2,784,1376.994,0,2753.988,29938
71845,1,951,242.994,0,242.994,29938
71845,3,747,809.76,0,2429.28,29938
71845,1,809,37.152,0,37.152,29938
71845,2,920,158.43,0,316.86,29938
71845,2,743,809.76,0,1619.52,29938
71845,2,715,29.994,0,59.988,29938
71845,2,944,158.43,0,316.86,29938
71845,1,808,26.724,0,26.724,29938
71845,8,909,23.484,0,187.872,29938
71845,2,925,149.874,0,299.748,29938
71845,2,782,1376.994,0,2753.988,29938
71845,2,910,31.584,0,63.168,29938
71845,3,996,72.894,0,218.682,29938
71845,3,779,1391.994,0,4175.982,29938
71845,4,924,149.874,0,599.496,29938
71845,3,952,12.144,0,36.432,29938
71846,2,936,37.254,0,74.508,30102
71846,1,739,818.7,0,818.7,30102
71846,1,984,112.998,0.4,67.7988,30102
71846,2,981,461.694,0,923.388,30102
71856,1,962,445.41,0,445.41,30033
71856,1,945,54.894,0,54.894,30033
71858,3,979,445.41,0,1336.23,29653
71858,1,962,445.41,0,445.41,29653
71858,1,953,728.91,0,728.91,29653
71858,2,715,29.994,0,59.988,29653
71858,2,883,32.394,0,64.788,29653
71858,1,957,1430.442,0,1430.442,29653
71858,2,965,445.41,0,890.82,29653
71858,1,952,12.144,0,12.144,29653
71858,2,948,63.9,0,127.8,29653
71858,1,945,54.894,0,54.894,29653
71858,1,972,728.91,0,728.91,29653
71858,1,877,4.77,0,4.77,29653
71858,1,958,445.41,0,445.41,29653
71858,1,969,1430.442,0,1430.442,29653
71858,2,961,445.41,0,890.82,29653
71858,2,966,1430.442,0,2860.884,29653
71858,3,712,5.394,0,16.182,29653
71863,11,875,5.2142,0.02,56.209076,29975
71863,2,874,5.394,0,10.788,29975
71863,2,998,323.994,0,647.988,29975
71863,1,973,1020.594,0,1020.594,29975
71863,1,711,20.994,0,20.994,29975
71863,3,999,323.994,0,971.982,29975
71863,2,938,24.294,0,48.588,29975
71867,1,717,858.9,0,858.9,29644
